Epoch Number, Total Squared Error, 
0, 1.070133, 
1, 1.062867, 
2, 1.057343, 
3, 1.053173, 
4, 1.050043, 
5, 1.047702, 
6, 1.045957, 
7, 1.044658, 
8, 1.043693, 
9, 1.042977, 
10, 1.042446, 
11, 1.042052, 
12, 1.041760, 
13, 1.041544, 
14, 1.041383, 
15, 1.041264, 
16, 1.041176, 
17, 1.041110, 
18, 1.041061, 
19, 1.041025, 
20, 1.040997, 
21, 1.040977, 
22, 1.040962, 
23, 1.040951, 
24, 1.040942, 
25, 1.040936, 
26, 1.040932, 
27, 1.040928, 
28, 1.040926, 
29, 1.040924, 
30, 1.040923, 
31, 1.040922, 
32, 1.040921, 
33, 1.040921, 
34, 1.040921, 
35, 1.040920, 
36, 1.040921, 
37, 1.040921, 
38, 1.040921, 
39, 1.040921, 
40, 1.040922, 
41, 1.040922, 
42, 1.040923, 
43, 1.040923, 
44, 1.040924, 
45, 1.040924, 
46, 1.040925, 
47, 1.040925, 
48, 1.040926, 
49, 1.040926, 
50, 1.040927, 
51, 1.040928, 
52, 1.040928, 
53, 1.040929, 
54, 1.040930, 
55, 1.040930, 
56, 1.040931, 
57, 1.040932, 
58, 1.040932, 
59, 1.040933, 
60, 1.040934, 
61, 1.040934, 
62, 1.040935, 
63, 1.040936, 
64, 1.040937, 
65, 1.040937, 
66, 1.040938, 
67, 1.040939, 
68, 1.040940, 
69, 1.040941, 
70, 1.040941, 
71, 1.040942, 
72, 1.040943, 
73, 1.040944, 
74, 1.040945, 
75, 1.040946, 
76, 1.040946, 
77, 1.040947, 
78, 1.040948, 
79, 1.040949, 
80, 1.040950, 
81, 1.040951, 
82, 1.040952, 
83, 1.040953, 
84, 1.040953, 
85, 1.040954, 
86, 1.040955, 
87, 1.040956, 
88, 1.040957, 
89, 1.040958, 
90, 1.040959, 
91, 1.040960, 
92, 1.040961, 
93, 1.040962, 
94, 1.040963, 
95, 1.040964, 
96, 1.040965, 
97, 1.040966, 
98, 1.040967, 
99, 1.040968, 
100, 1.040969, 
101, 1.040970, 
102, 1.040971, 
103, 1.040972, 
104, 1.040973, 
105, 1.040974, 
106, 1.040975, 
107, 1.040977, 
108, 1.040978, 
109, 1.040979, 
110, 1.040980, 
111, 1.040981, 
112, 1.040982, 
113, 1.040983, 
114, 1.040984, 
115, 1.040985, 
116, 1.040987, 
117, 1.040988, 
118, 1.040989, 
119, 1.040990, 
120, 1.040991, 
121, 1.040992, 
122, 1.040994, 
123, 1.040995, 
124, 1.040996, 
125, 1.040997, 
126, 1.040998, 
127, 1.041000, 
