Epoch Number, Total Squared Error, 
0, 1.128441, 
1, 1.108285, 
2, 1.092210, 
3, 1.079643, 
4, 1.069978, 
5, 1.062641, 
6, 1.057127, 
7, 1.053016, 
8, 1.049970, 
9, 1.047724, 
10, 1.046074, 
11, 1.044866, 
12, 1.043984, 
13, 1.043341, 
14, 1.042874, 
15, 1.042535, 
16, 1.042289, 
17, 1.042112, 
18, 1.041985, 
19, 1.041894, 
20, 1.041829, 
21, 1.041783, 
22, 1.041750, 
23, 1.041728, 
24, 1.041713, 
25, 1.041703, 
26, 1.041696, 
27, 1.041692, 
28, 1.041690, 
29, 1.041690, 
30, 1.041690, 
31, 1.041691, 
32, 1.041693, 
33, 1.041695, 
34, 1.041697, 
35, 1.041699, 
36, 1.041701, 
37, 1.041704, 
38, 1.041706, 
39, 1.041708, 
40, 1.041711, 
41, 1.041713, 
42, 1.041716, 
43, 1.041718, 
44, 1.041720, 
45, 1.041723, 
46, 1.041725, 
47, 1.041727, 
48, 1.041730, 
49, 1.041732, 
50, 1.041734, 
51, 1.041737, 
52, 1.041739, 
53, 1.041741, 
54, 1.041744, 
55, 1.041746, 
56, 1.041748, 
57, 1.041751, 
58, 1.041753, 
59, 1.041755, 
60, 1.041758, 
61, 1.041760, 
62, 1.041763, 
63, 1.041765, 
64, 1.041767, 
65, 1.041770, 
66, 1.041772, 
67, 1.041774, 
68, 1.041777, 
69, 1.041779, 
70, 1.041781, 
71, 1.041784, 
72, 1.041786, 
73, 1.041789, 
74, 1.041791, 
75, 1.041793, 
76, 1.041796, 
77, 1.041798, 
78, 1.041801, 
79, 1.041803, 
80, 1.041805, 
81, 1.041808, 
82, 1.041810, 
83, 1.041813, 
84, 1.041815, 
85, 1.041818, 
86, 1.041820, 
87, 1.041822, 
88, 1.041825, 
89, 1.041827, 
90, 1.041830, 
91, 1.041832, 
92, 1.041835, 
93, 1.041837, 
94, 1.041840, 
95, 1.041842, 
96, 1.041845, 
97, 1.041847, 
98, 1.041850, 
99, 1.041852, 
100, 1.041854, 
101, 1.041857, 
102, 1.041859, 
103, 1.041862, 
104, 1.041864, 
105, 1.041867, 
106, 1.041869, 
107, 1.041872, 
108, 1.041874, 
109, 1.041877, 
110, 1.041879, 
111, 1.041882, 
112, 1.041885, 
113, 1.041887, 
114, 1.041890, 
115, 1.041892, 
116, 1.041895, 
117, 1.041897, 
118, 1.041900, 
119, 1.041902, 
120, 1.041905, 
121, 1.041907, 
122, 1.041910, 
123, 1.041912, 
124, 1.041915, 
125, 1.041918, 
126, 1.041920, 
127, 1.041923, 
128, 1.041925, 
129, 1.041928, 
130, 1.041930, 
131, 1.041933, 
132, 1.041936, 
133, 1.041938, 
134, 1.041941, 
135, 1.041943, 
136, 1.041946, 
137, 1.041948, 
138, 1.041951, 
139, 1.041954, 
140, 1.041956, 
141, 1.041959, 
142, 1.041961, 
143, 1.041964, 
144, 1.041967, 
145, 1.041969, 
146, 1.041972, 
147, 1.041975, 
148, 1.041977, 
149, 1.041980, 
150, 1.041982, 
151, 1.041985, 
152, 1.041988, 
153, 1.041990, 
154, 1.041993, 
155, 1.041996, 
156, 1.041998, 
157, 1.042001, 
158, 1.042003, 
159, 1.042006, 
160, 1.042009, 
161, 1.042011, 
162, 1.042014, 
163, 1.042017, 
164, 1.042019, 
165, 1.042022, 
166, 1.042025, 
167, 1.042027, 
168, 1.042030, 
169, 1.042033, 
170, 1.042035, 
171, 1.042038, 
172, 1.042041, 
173, 1.042043, 
174, 1.042046, 
175, 1.042049, 
176, 1.042051, 
177, 1.042054, 
178, 1.042057, 
179, 1.042059, 
180, 1.042062, 
181, 1.042065, 
182, 1.042067, 
183, 1.042070, 
184, 1.042073, 
185, 1.042075, 
186, 1.042078, 
187, 1.042081, 
188, 1.042084, 
189, 1.042086, 
190, 1.042089, 
191, 1.042092, 
192, 1.042094, 
193, 1.042097, 
194, 1.042100, 
195, 1.042103, 
196, 1.042105, 
197, 1.042108, 
198, 1.042111, 
199, 1.042113, 
200, 1.042116, 
201, 1.042119, 
202, 1.042122, 
203, 1.042124, 
204, 1.042127, 
205, 1.042130, 
206, 1.042132, 
207, 1.042135, 
208, 1.042138, 
209, 1.042141, 
210, 1.042143, 
211, 1.042146, 
212, 1.042149, 
213, 1.042152, 
214, 1.042154, 
215, 1.042157, 
216, 1.042160, 
217, 1.042163, 
218, 1.042165, 
219, 1.042168, 
220, 1.042171, 
221, 1.042174, 
222, 1.042176, 
223, 1.042179, 
224, 1.042182, 
225, 1.042185, 
226, 1.042187, 
227, 1.042190, 
228, 1.042193, 
229, 1.042196, 
230, 1.042198, 
231, 1.042201, 
232, 1.042204, 
233, 1.042207, 
234, 1.042209, 
235, 1.042212, 
236, 1.042215, 
237, 1.042218, 
238, 1.042220, 
239, 1.042223, 
240, 1.042226, 
241, 1.042229, 
242, 1.042231, 
243, 1.042234, 
