Epoch Number, Total Squared Error, 
0, 1.048623, 
1, 1.047836, 
2, 1.047284, 
3, 1.046898, 
4, 1.046628, 
5, 1.046441, 
6, 1.046311, 
7, 1.046222, 
8, 1.046162, 
9, 1.046121, 
10, 1.046095, 
11, 1.046078, 
12, 1.046068, 
13, 1.046062, 
14, 1.046060, 
15, 1.046060, 
16, 1.046061, 
17, 1.046064, 
18, 1.046067, 
19, 1.046071, 
20, 1.046075, 
21, 1.046079, 
22, 1.046083, 
23, 1.046088, 
24, 1.046092, 
25, 1.046097, 
26, 1.046101, 
27, 1.046105, 
28, 1.046110, 
29, 1.046114, 
30, 1.046119, 
31, 1.046123, 
32, 1.046127, 
33, 1.046132, 
34, 1.046136, 
35, 1.046140, 
36, 1.046145, 
37, 1.046149, 
38, 1.046153, 
39, 1.046158, 
40, 1.046162, 
41, 1.046166, 
42, 1.046170, 
43, 1.046175, 
44, 1.046179, 
45, 1.046183, 
46, 1.046188, 
47, 1.046192, 
48, 1.046196, 
49, 1.046200, 
50, 1.046205, 
51, 1.046209, 
52, 1.046213, 
53, 1.046218, 
54, 1.046222, 
55, 1.046226, 
56, 1.046230, 
57, 1.046235, 
58, 1.046239, 
59, 1.046243, 
60, 1.046247, 
61, 1.046252, 
62, 1.046256, 
63, 1.046260, 
64, 1.046264, 
65, 1.046269, 
66, 1.046273, 
67, 1.046277, 
68, 1.046282, 
69, 1.046286, 
70, 1.046290, 
71, 1.046294, 
72, 1.046299, 
73, 1.046303, 
74, 1.046307, 
75, 1.046311, 
76, 1.046316, 
77, 1.046320, 
78, 1.046324, 
79, 1.046328, 
80, 1.046333, 
81, 1.046337, 
82, 1.046341, 
83, 1.046345, 
84, 1.046350, 
85, 1.046354, 
86, 1.046358, 
87, 1.046362, 
88, 1.046367, 
89, 1.046371, 
90, 1.046375, 
91, 1.046379, 
92, 1.046384, 
93, 1.046388, 
94, 1.046392, 
95, 1.046396, 
96, 1.046400, 
97, 1.046405, 
98, 1.046409, 
99, 1.046413, 
100, 1.046417, 
101, 1.046422, 
102, 1.046426, 
103, 1.046430, 
104, 1.046434, 
105, 1.046439, 
106, 1.046443, 
107, 1.046447, 
108, 1.046451, 
109, 1.046455, 
110, 1.046460, 
111, 1.046464, 
112, 1.046468, 
113, 1.046472, 
114, 1.046477, 
115, 1.046481, 
116, 1.046485, 
117, 1.046489, 
118, 1.046493, 
119, 1.046498, 
120, 1.046502, 
121, 1.046506, 
122, 1.046510, 
123, 1.046514, 
124, 1.046519, 
125, 1.046523, 
126, 1.046527, 
127, 1.046531, 
128, 1.046535, 
129, 1.046540, 
130, 1.046544, 
131, 1.046548, 
132, 1.046552, 
133, 1.046556, 
134, 1.046561, 
135, 1.046565, 
136, 1.046569, 
137, 1.046573, 
138, 1.046577, 
139, 1.046582, 
140, 1.046586, 
141, 1.046590, 
142, 1.046594, 
143, 1.046598, 
144, 1.046602, 
145, 1.046607, 
146, 1.046611, 
147, 1.046615, 
148, 1.046619, 
149, 1.046623, 
150, 1.046627, 
151, 1.046632, 
152, 1.046636, 
153, 1.046640, 
154, 1.046644, 
155, 1.046648, 
156, 1.046652, 
157, 1.046657, 
158, 1.046661, 
159, 1.046665, 
160, 1.046669, 
161, 1.046673, 
162, 1.046677, 
163, 1.046682, 
164, 1.046686, 
165, 1.046690, 
166, 1.046694, 
167, 1.046698, 
168, 1.046702, 
169, 1.046706, 
170, 1.046711, 
171, 1.046715, 
172, 1.046719, 
173, 1.046723, 
174, 1.046727, 
175, 1.046731, 
176, 1.046735, 
177, 1.046739, 
178, 1.046744, 
179, 1.046748, 
180, 1.046752, 
181, 1.046756, 
182, 1.046760, 
183, 1.046764, 
184, 1.046768, 
185, 1.046772, 
186, 1.046777, 
187, 1.046781, 
188, 1.046785, 
189, 1.046789, 
190, 1.046793, 
191, 1.046797, 
192, 1.046801, 
193, 1.046805, 
194, 1.046809, 
195, 1.046813, 
196, 1.046818, 
197, 1.046822, 
198, 1.046826, 
199, 1.046830, 
200, 1.046834, 
201, 1.046838, 
202, 1.046842, 
203, 1.046846, 
204, 1.046850, 
205, 1.046854, 
206, 1.046858, 
207, 1.046862, 
208, 1.046866, 
209, 1.046871, 
210, 1.046875, 
211, 1.046879, 
212, 1.046883, 
213, 1.046887, 
214, 1.046891, 
215, 1.046895, 
216, 1.046899, 
217, 1.046903, 
218, 1.046907, 
219, 1.046911, 
220, 1.046915, 
221, 1.046919, 
222, 1.046923, 
223, 1.046927, 
224, 1.046931, 
225, 1.046935, 
226, 1.046939, 
227, 1.046943, 
228, 1.046947, 
229, 1.046951, 
230, 1.046955, 
231, 1.046960, 
232, 1.046964, 
233, 1.046968, 
234, 1.046972, 
235, 1.046976, 
236, 1.046980, 
237, 1.046984, 
238, 1.046988, 
239, 1.046992, 
240, 1.046996, 
241, 1.047000, 
242, 1.047004, 
243, 1.047008, 
244, 1.047012, 
245, 1.047016, 
246, 1.047020, 
247, 1.047024, 
248, 1.047027, 
249, 1.047031, 
250, 1.047035, 
251, 1.047039, 
252, 1.047043, 
253, 1.047047, 
254, 1.047051, 
255, 1.047055, 
256, 1.047059, 
257, 1.047063, 
258, 1.047067, 
259, 1.047071, 
260, 1.047075, 
261, 1.047079, 
262, 1.047083, 
263, 1.047087, 
264, 1.047091, 
265, 1.047095, 
266, 1.047099, 
267, 1.047103, 
268, 1.047107, 
269, 1.047110, 
270, 1.047114, 
271, 1.047118, 
272, 1.047122, 
273, 1.047126, 
274, 1.047130, 
275, 1.047134, 
276, 1.047138, 
277, 1.047142, 
278, 1.047146, 
279, 1.047150, 
280, 1.047153, 
281, 1.047157, 
282, 1.047161, 
283, 1.047165, 
284, 1.047169, 
285, 1.047173, 
286, 1.047177, 
287, 1.047181, 
288, 1.047185, 
289, 1.047188, 
290, 1.047192, 
291, 1.047196, 
292, 1.047200, 
293, 1.047204, 
294, 1.047208, 
295, 1.047212, 
296, 1.047215, 
297, 1.047219, 
298, 1.047223, 
299, 1.047227, 
300, 1.047231, 
301, 1.047235, 
302, 1.047238, 
303, 1.047242, 
304, 1.047246, 
305, 1.047250, 
306, 1.047254, 
307, 1.047257, 
308, 1.047261, 
309, 1.047265, 
310, 1.047269, 
311, 1.047273, 
312, 1.047276, 
313, 1.047280, 
314, 1.047284, 
315, 1.047288, 
316, 1.047292, 
317, 1.047295, 
318, 1.047299, 
319, 1.047303, 
320, 1.047307, 
321, 1.047310, 
322, 1.047314, 
323, 1.047318, 
324, 1.047322, 
325, 1.047326, 
326, 1.047329, 
327, 1.047333, 
328, 1.047337, 
329, 1.047340, 
330, 1.047344, 
331, 1.047348, 
332, 1.047352, 
333, 1.047355, 
334, 1.047359, 
335, 1.047363, 
336, 1.047367, 
337, 1.047370, 
338, 1.047374, 
339, 1.047378, 
340, 1.047381, 
341, 1.047385, 
342, 1.047389, 
