Epoch Number, Total Squared Error, 
0, 1.118361, 
1, 1.099556, 
2, 1.085194, 
3, 1.074449, 
4, 1.066538, 
5, 1.060783, 
6, 1.056637, 
7, 1.053669, 
8, 1.051557, 
9, 1.050059, 
10, 1.049001, 
11, 1.048255, 
12, 1.047730, 
13, 1.047362, 
14, 1.047104, 
15, 1.046924, 
16, 1.046799, 
17, 1.046712, 
18, 1.046652, 
19, 1.046610, 
20, 1.046582, 
21, 1.046563, 
22, 1.046551, 
23, 1.046543, 
24, 1.046538, 
25, 1.046535, 
26, 1.046533, 
27, 1.046532, 
28, 1.046533, 
29, 1.046533, 
30, 1.046534, 
31, 1.046535, 
32, 1.046536, 
33, 1.046538, 
34, 1.046539, 
35, 1.046540, 
36, 1.046542, 
37, 1.046543, 
38, 1.046544, 
39, 1.046546, 
40, 1.046547, 
41, 1.046548, 
42, 1.046550, 
43, 1.046551, 
44, 1.046552, 
45, 1.046554, 
46, 1.046555, 
47, 1.046556, 
48, 1.046558, 
49, 1.046559, 
50, 1.046560, 
51, 1.046562, 
52, 1.046563, 
53, 1.046564, 
54, 1.046566, 
55, 1.046567, 
56, 1.046568, 
57, 1.046570, 
58, 1.046571, 
59, 1.046572, 
60, 1.046574, 
61, 1.046575, 
62, 1.046576, 
63, 1.046578, 
64, 1.046579, 
65, 1.046581, 
66, 1.046582, 
67, 1.046583, 
68, 1.046585, 
69, 1.046586, 
70, 1.046587, 
71, 1.046589, 
72, 1.046590, 
73, 1.046592, 
74, 1.046593, 
75, 1.046594, 
76, 1.046596, 
77, 1.046597, 
78, 1.046599, 
79, 1.046600, 
80, 1.046601, 
81, 1.046603, 
82, 1.046604, 
83, 1.046606, 
84, 1.046607, 
85, 1.046608, 
86, 1.046610, 
87, 1.046611, 
88, 1.046613, 
89, 1.046614, 
90, 1.046616, 
91, 1.046617, 
92, 1.046619, 
93, 1.046620, 
94, 1.046621, 
95, 1.046623, 
96, 1.046624, 
97, 1.046626, 
98, 1.046627, 
99, 1.046629, 
100, 1.046630, 
101, 1.046632, 
102, 1.046633, 
103, 1.046634, 
104, 1.046636, 
105, 1.046637, 
106, 1.046639, 
107, 1.046640, 
108, 1.046642, 
109, 1.046643, 
110, 1.046645, 
111, 1.046646, 
112, 1.046648, 
113, 1.046649, 
114, 1.046651, 
115, 1.046652, 
116, 1.046654, 
117, 1.046655, 
118, 1.046657, 
119, 1.046658, 
120, 1.046660, 
121, 1.046661, 
122, 1.046663, 
123, 1.046664, 
124, 1.046666, 
125, 1.046667, 
126, 1.046669, 
127, 1.046670, 
128, 1.046672, 
129, 1.046673, 
130, 1.046675, 
131, 1.046676, 
132, 1.046678, 
133, 1.046679, 
134, 1.046681, 
135, 1.046682, 
136, 1.046684, 
137, 1.046685, 
138, 1.046687, 
139, 1.046688, 
