Epoch Number, Total Squared Error, 
0, 1.211838, 
1, 1.110742, 
2, 1.044096, 
3, 1.057175, 
4, 1.068860, 
5, 1.056231, 
6, 1.049371, 
7, 1.053525, 
8, 1.053977, 
9, 1.048479, 
10, 1.044546, 
11, 1.044457, 
12, 1.045265, 
13, 1.045606, 
14, 1.045968, 
15, 1.046268, 
16, 1.046046, 
17, 1.045469, 
18, 1.045033, 
19, 1.044920, 
20, 1.045002, 
21, 1.045131, 
22, 1.045227, 
23, 1.045238, 
24, 1.045161, 
25, 1.045046, 
26, 1.044951, 
27, 1.044904, 
28, 1.044894, 
29, 1.044897, 
30, 1.044892, 
31, 1.044870, 
32, 1.044832, 
33, 1.044788, 
34, 1.044748, 
35, 1.044717, 
36, 1.044693, 
37, 1.044672, 
38, 1.044649, 
39, 1.044623, 
40, 1.044595, 
41, 1.044566, 
42, 1.044538, 
43, 1.044511, 
44, 1.044486, 
45, 1.044462, 
46, 1.044438, 
47, 1.044413, 
48, 1.044388, 
49, 1.044364, 
50, 1.044339, 
51, 1.044315, 
52, 1.044292, 
53, 1.044269, 
54, 1.044246, 
55, 1.044223, 
56, 1.044200, 
57, 1.044178, 
58, 1.044156, 
59, 1.044133, 
60, 1.044112, 
61, 1.044090, 
62, 1.044069, 
63, 1.044048, 
64, 1.044027, 
65, 1.044006, 
66, 1.043985, 
67, 1.043965, 
68, 1.043945, 
69, 1.043925, 
70, 1.043905, 
71, 1.043885, 
72, 1.043866, 
73, 1.043846, 
74, 1.043827, 
75, 1.043808, 
76, 1.043789, 
77, 1.043771, 
78, 1.043752, 
79, 1.043734, 
80, 1.043716, 
81, 1.043698, 
82, 1.043680, 
83, 1.043662, 
84, 1.043644, 
85, 1.043627, 
86, 1.043610, 
87, 1.043592, 
88, 1.043575, 
89, 1.043559, 
90, 1.043542, 
91, 1.043525, 
92, 1.043509, 
93, 1.043493, 
94, 1.043476, 
95, 1.043460, 
96, 1.043444, 
97, 1.043429, 
98, 1.043413, 
99, 1.043397, 
100, 1.043382, 
101, 1.043367, 
102, 1.043351, 
103, 1.043336, 
104, 1.043321, 
105, 1.043307, 
106, 1.043292, 
107, 1.043277, 
108, 1.043263, 
109, 1.043248, 
110, 1.043234, 
111, 1.043220, 
112, 1.043206, 
113, 1.043192, 
114, 1.043178, 
115, 1.043164, 
116, 1.043151, 
117, 1.043137, 
118, 1.043124, 
119, 1.043110, 
120, 1.043097, 
121, 1.043084, 
122, 1.043071, 
123, 1.043058, 
124, 1.043045, 
125, 1.043033, 
126, 1.043020, 
127, 1.043008, 
128, 1.042995, 
129, 1.042983, 
130, 1.042970, 
131, 1.042958, 
132, 1.042946, 
133, 1.042934, 
134, 1.042922, 
135, 1.042911, 
136, 1.042899, 
137, 1.042887, 
138, 1.042876, 
139, 1.042864, 
140, 1.042853, 
141, 1.042842, 
142, 1.042831, 
143, 1.042819, 
144, 1.042808, 
145, 1.042797, 
146, 1.042787, 
147, 1.042776, 
148, 1.042765, 
149, 1.042755, 
150, 1.042744, 
151, 1.042734, 
152, 1.042723, 
153, 1.042713, 
154, 1.042703, 
155, 1.042693, 
156, 1.042683, 
157, 1.042673, 
158, 1.042663, 
159, 1.042653, 
160, 1.042643, 
161, 1.042634, 
162, 1.042624, 
163, 1.042615, 
164, 1.042605, 
165, 1.042596, 
166, 1.042587, 
167, 1.042577, 
168, 1.042568, 
169, 1.042559, 
170, 1.042550, 
171, 1.042541, 
172, 1.042532, 
173, 1.042524, 
174, 1.042515, 
175, 1.042506, 
176, 1.042498, 
177, 1.042489, 
178, 1.042481, 
179, 1.042473, 
180, 1.042464, 
181, 1.042456, 
182, 1.042448, 
183, 1.042440, 
184, 1.042432, 
185, 1.042424, 
186, 1.042416, 
187, 1.042408, 
188, 1.042401, 
189, 1.042393, 
190, 1.042386, 
191, 1.042378, 
192, 1.042371, 
193, 1.042363, 
194, 1.042356, 
195, 1.042349, 
196, 1.042342, 
197, 1.042334, 
198, 1.042327, 
199, 1.042320, 
200, 1.042314, 
201, 1.042307, 
202, 1.042300, 
203, 1.042293, 
204, 1.042287, 
205, 1.042280, 
206, 1.042273, 
207, 1.042267, 
208, 1.042261, 
209, 1.042254, 
210, 1.042248, 
211, 1.042242, 
212, 1.042236, 
213, 1.042230, 
214, 1.042223, 
215, 1.042218, 
216, 1.042212, 
217, 1.042206, 
218, 1.042200, 
219, 1.042194, 
220, 1.042189, 
221, 1.042183, 
222, 1.042177, 
223, 1.042172, 
224, 1.042167, 
225, 1.042161, 
226, 1.042156, 
227, 1.042151, 
228, 1.042145, 
229, 1.042140, 
230, 1.042135, 
231, 1.042130, 
232, 1.042125, 
233, 1.042120, 
234, 1.042116, 
235, 1.042111, 
236, 1.042106, 
237, 1.042101, 
238, 1.042097, 
239, 1.042092, 
240, 1.042088, 
241, 1.042083, 
242, 1.042079, 
243, 1.042074, 
244, 1.042070, 
245, 1.042066, 
246, 1.042062, 
247, 1.042057, 
248, 1.042053, 
249, 1.042049, 
250, 1.042045, 
251, 1.042041, 
252, 1.042037, 
253, 1.042034, 
254, 1.042030, 
255, 1.042026, 
256, 1.042022, 
257, 1.042019, 
258, 1.042015, 
259, 1.042011, 
260, 1.042008, 
261, 1.042004, 
262, 1.042001, 
263, 1.041998, 
264, 1.041994, 
265, 1.041991, 
266, 1.041988, 
267, 1.041985, 
268, 1.041981, 
269, 1.041978, 
270, 1.041975, 
271, 1.041972, 
272, 1.041969, 
273, 1.041966, 
274, 1.041963, 
275, 1.041960, 
276, 1.041958, 
277, 1.041955, 
278, 1.041952, 
279, 1.041949, 
280, 1.041946, 
281, 1.041944, 
282, 1.041941, 
283, 1.041939, 
284, 1.041936, 
285, 1.041933, 
286, 1.041931, 
287, 1.041928, 
288, 1.041926, 
289, 1.041924, 
290, 1.041921, 
291, 1.041919, 
292, 1.041916, 
293, 1.041914, 
294, 1.041912, 
295, 1.041909, 
296, 1.041907, 
297, 1.041905, 
298, 1.041903, 
299, 1.041901, 
300, 1.041898, 
301, 1.041896, 
302, 1.041894, 
303, 1.041892, 
304, 1.041890, 
305, 1.041888, 
306, 1.041885, 
307, 1.041883, 
308, 1.041881, 
309, 1.041879, 
310, 1.041877, 
311, 1.041875, 
312, 1.041873, 
313, 1.041871, 
314, 1.041869, 
315, 1.041867, 
316, 1.041864, 
317, 1.041862, 
318, 1.041860, 
319, 1.041858, 
320, 1.041856, 
321, 1.041854, 
322, 1.041851, 
323, 1.041849, 
324, 1.041847, 
325, 1.041845, 
326, 1.041842, 
327, 1.041840, 
328, 1.041838, 
329, 1.041835, 
330, 1.041833, 
331, 1.041830, 
332, 1.041828, 
333, 1.041825, 
334, 1.041823, 
335, 1.041820, 
336, 1.041817, 
337, 1.041815, 
338, 1.041812, 
339, 1.041809, 
340, 1.041806, 
341, 1.041803, 
342, 1.041800, 
343, 1.041796, 
344, 1.041793, 
345, 1.041790, 
346, 1.041786, 
347, 1.041782, 
348, 1.041779, 
349, 1.041775, 
350, 1.041771, 
351, 1.041767, 
352, 1.041763, 
353, 1.041758, 
354, 1.041754, 
355, 1.041749, 
356, 1.041744, 
357, 1.041740, 
358, 1.041734, 
359, 1.041729, 
360, 1.041724, 
361, 1.041718, 
362, 1.041712, 
363, 1.041706, 
364, 1.041700, 
365, 1.041694, 
366, 1.041687, 
367, 1.041680, 
368, 1.041673, 
369, 1.041665, 
370, 1.041658, 
371, 1.041650, 
372, 1.041641, 
373, 1.041633, 
374, 1.041624, 
375, 1.041615, 
376, 1.041605, 
377, 1.041595, 
378, 1.041585, 
379, 1.041574, 
380, 1.041563, 
381, 1.041552, 
382, 1.041540, 
383, 1.041527, 
384, 1.041515, 
385, 1.041501, 
386, 1.041488, 
387, 1.041473, 
388, 1.041458, 
