Epoch Number, Total Squared Error, 
0, 1.053996, 
1, 1.047464, 
2, 1.045446, 
3, 1.048394, 
4, 1.048618, 
5, 1.045643, 
6, 1.043441, 
7, 1.043116, 
8, 1.043351, 
9, 1.043559, 
10, 1.043897, 
11, 1.044191, 
12, 1.044144, 
13, 1.043835, 
14, 1.043548, 
15, 1.043419, 
16, 1.043420, 
17, 1.043485, 
18, 1.043557, 
19, 1.043586, 
20, 1.043556, 
21, 1.043488, 
22, 1.043419, 
23, 1.043372, 
24, 1.043349, 
25, 1.043340, 
26, 1.043331, 
27, 1.043313, 
28, 1.043283, 
29, 1.043245, 
30, 1.043206, 
31, 1.043170, 
32, 1.043137, 
33, 1.043106, 
34, 1.043073, 
35, 1.043038, 
36, 1.042999, 
37, 1.042958, 
38, 1.042914, 
39, 1.042870, 
40, 1.042824, 
41, 1.042777, 
42, 1.042728, 
43, 1.042676, 
44, 1.042621, 
45, 1.042564, 
46, 1.042504, 
47, 1.042441, 
48, 1.042375, 
49, 1.042306, 
50, 1.042234, 
51, 1.042158, 
52, 1.042078, 
53, 1.041994, 
54, 1.041906, 
55, 1.041814, 
56, 1.041716, 
57, 1.041614, 
58, 1.041507, 
59, 1.041394, 
60, 1.041275, 
61, 1.041150, 
62, 1.041018, 
63, 1.040880, 
64, 1.040734, 
65, 1.040581, 
66, 1.040420, 
67, 1.040250, 
68, 1.040072, 
69, 1.039884, 
70, 1.039687, 
71, 1.039479, 
72, 1.039261, 
73, 1.039031, 
74, 1.038789, 
75, 1.038535, 
76, 1.038268, 
77, 1.037987, 
78, 1.037691, 
79, 1.037381, 
80, 1.037055, 
81, 1.036712, 
82, 1.036352, 
83, 1.035974, 
84, 1.035577, 
85, 1.035160, 
86, 1.034723, 
87, 1.034264, 
88, 1.033782, 
89, 1.033277, 
90, 1.032747, 
91, 1.032192, 
92, 1.031609, 
93, 1.030999, 
94, 1.030359, 
95, 1.029689, 
96, 1.028987, 
97, 1.028252, 
98, 1.027482, 
99, 1.026676, 
100, 1.025832, 
101, 1.024948, 
102, 1.024024, 
103, 1.023056, 
104, 1.022044, 
105, 1.020985, 
106, 1.019878, 
107, 1.018719, 
108, 1.017507, 
109, 1.016241, 
110, 1.014916, 
111, 1.013531, 
112, 1.012084, 
113, 1.010571, 
114, 1.008991, 
115, 1.007340, 
116, 1.005615, 
117, 1.003814, 
118, 1.001935, 
119, 0.999973, 
120, 0.997926, 
121, 0.995792, 
122, 0.993568, 
123, 0.991250, 
124, 0.988837, 
125, 0.986326, 
126, 0.983715, 
127, 0.981001, 
128, 0.978183, 
129, 0.975260, 
130, 0.972230, 
131, 0.969092, 
132, 0.965846, 
133, 0.962493, 
134, 0.959032, 
135, 0.955464, 
136, 0.951791, 
137, 0.948016, 
138, 0.944140, 
139, 0.940166, 
140, 0.936099, 
141, 0.931942, 
142, 0.927700, 
143, 0.923377, 
144, 0.918980, 
145, 0.914514, 
146, 0.909985, 
147, 0.905400, 
148, 0.900764, 
149, 0.896085, 
150, 0.891369, 
151, 0.886623, 
152, 0.881852, 
153, 0.877065, 
154, 0.872266, 
155, 0.867461, 
156, 0.862656, 
157, 0.857856, 
158, 0.853065, 
159, 0.848287, 
160, 0.843525, 
161, 0.838783, 
162, 0.834062, 
163, 0.829365, 
164, 0.824692, 
165, 0.820045, 
166, 0.815422, 
167, 0.810824, 
168, 0.806249, 
169, 0.801695, 
170, 0.797161, 
171, 0.792643, 
172, 0.788138, 
173, 0.783643, 
174, 0.779152, 
175, 0.774662, 
176, 0.770168, 
177, 0.765664, 
178, 0.761143, 
179, 0.756601, 
180, 0.752031, 
181, 0.747425, 
182, 0.742777, 
183, 0.738080, 
184, 0.733326, 
185, 0.728507, 
186, 0.723615, 
187, 0.718644, 
188, 0.713583, 
189, 0.708427, 
190, 0.703165, 
191, 0.697791, 
192, 0.692296, 
193, 0.686674, 
194, 0.680916, 
195, 0.675015, 
196, 0.668966, 
197, 0.662762, 
198, 0.656397, 
199, 0.649868, 
200, 0.643170, 
201, 0.636300, 
202, 0.629257, 
203, 0.622040, 
204, 0.614650, 
205, 0.607087, 
206, 0.599355, 
207, 0.591458, 
208, 0.583401, 
209, 0.575191, 
210, 0.566836, 
211, 0.558345, 
212, 0.549727, 
213, 0.540993, 
214, 0.532157, 
215, 0.523229, 
216, 0.514222, 
217, 0.505152, 
218, 0.496030, 
219, 0.486870, 
220, 0.477687, 
221, 0.468494, 
222, 0.459304, 
223, 0.450129, 
224, 0.440981, 
225, 0.431872, 
226, 0.422813, 
227, 0.413813, 
228, 0.404881, 
229, 0.396027, 
230, 0.387257, 
231, 0.378578, 
232, 0.369997, 
233, 0.361519, 
234, 0.353150, 
235, 0.344895, 
236, 0.336756, 
237, 0.328738, 
238, 0.320845, 
239, 0.313078, 
240, 0.305443, 
241, 0.297939, 
242, 0.290571, 
243, 0.283340, 
244, 0.276247, 
245, 0.269295, 
246, 0.262484, 
247, 0.255817, 
248, 0.249293, 
249, 0.242913, 
250, 0.236679, 
251, 0.230589, 
252, 0.224644, 
253, 0.218844, 
254, 0.213189, 
255, 0.207676, 
256, 0.202306, 
257, 0.197078, 
258, 0.191989, 
259, 0.187038, 
260, 0.182223, 
261, 0.177544, 
262, 0.172996, 
263, 0.168578, 
264, 0.164288, 
265, 0.160124, 
266, 0.156081, 
267, 0.152159, 
268, 0.148354, 
269, 0.144664, 
270, 0.141085, 
271, 0.137615, 
272, 0.134250, 
273, 0.130989, 
274, 0.127828, 
275, 0.124765, 
276, 0.121795, 
277, 0.118918, 
278, 0.116129, 
279, 0.113427, 
280, 0.110808, 
281, 0.108270, 
282, 0.105811, 
283, 0.103427, 
284, 0.101116, 
285, 0.098877, 
286, 0.096705, 
287, 0.094601, 
288, 0.092560, 
289, 0.090581, 
290, 0.088662, 
291, 0.086800, 
292, 0.084994, 
293, 0.083242, 
294, 0.081543, 
295, 0.079893, 
296, 0.078292, 
297, 0.076737, 
298, 0.075228, 
299, 0.073763, 
300, 0.072340, 
301, 0.070957, 
302, 0.069614, 
303, 0.068308, 
304, 0.067040, 
305, 0.065806, 
306, 0.064607, 
307, 0.063441, 
308, 0.062307, 
309, 0.061204, 
310, 0.060130, 
311, 0.059086, 
312, 0.058069, 
313, 0.057079, 
314, 0.056115, 
315, 0.055177, 
316, 0.054262, 
317, 0.053372, 
318, 0.052504, 
319, 0.051658, 
320, 0.050833, 
321, 0.050029, 
322, 0.049245, 
