Epoch Number, Total Squared Error, 
0, 1.052793, 
1, 1.045063, 
2, 1.041200, 
3, 1.043245, 
4, 1.043889, 
5, 1.041173, 
6, 1.038484, 
7, 1.037814, 
8, 1.038228, 
9, 1.038596, 
10, 1.038826, 
11, 1.039050, 
12, 1.039130, 
13, 1.038963, 
14, 1.038684, 
15, 1.038486, 
16, 1.038432, 
17, 1.038474, 
18, 1.038545, 
19, 1.038606, 
20, 1.038631, 
21, 1.038614, 
22, 1.038571, 
23, 1.038527, 
24, 1.038497, 
25, 1.038487, 
26, 1.038489, 
27, 1.038494, 
28, 1.038495, 
29, 1.038489, 
30, 1.038477, 
31, 1.038463, 
32, 1.038450, 
33, 1.038439, 
34, 1.038431, 
35, 1.038425, 
36, 1.038419, 
37, 1.038412, 
38, 1.038404, 
39, 1.038395, 
40, 1.038386, 
41, 1.038377, 
42, 1.038369, 
43, 1.038362, 
44, 1.038354, 
45, 1.038347, 
46, 1.038339, 
47, 1.038331, 
48, 1.038324, 
49, 1.038316, 
50, 1.038308, 
51, 1.038301, 
52, 1.038293, 
53, 1.038286, 
54, 1.038279, 
55, 1.038271, 
56, 1.038264, 
57, 1.038257, 
58, 1.038249, 
59, 1.038242, 
60, 1.038235, 
61, 1.038228, 
62, 1.038221, 
63, 1.038214, 
64, 1.038206, 
65, 1.038199, 
66, 1.038192, 
67, 1.038185, 
68, 1.038178, 
69, 1.038171, 
70, 1.038164, 
71, 1.038157, 
72, 1.038150, 
73, 1.038143, 
74, 1.038136, 
75, 1.038129, 
76, 1.038122, 
77, 1.038116, 
78, 1.038109, 
79, 1.038102, 
80, 1.038095, 
81, 1.038088, 
82, 1.038081, 
83, 1.038074, 
84, 1.038067, 
85, 1.038061, 
86, 1.038054, 
87, 1.038047, 
88, 1.038040, 
89, 1.038033, 
90, 1.038026, 
91, 1.038019, 
92, 1.038012, 
93, 1.038005, 
94, 1.037999, 
95, 1.037992, 
96, 1.037985, 
97, 1.037978, 
98, 1.037971, 
99, 1.037964, 
100, 1.037957, 
101, 1.037950, 
102, 1.037943, 
103, 1.037936, 
104, 1.037929, 
105, 1.037922, 
106, 1.037915, 
107, 1.037908, 
108, 1.037901, 
109, 1.037894, 
110, 1.037887, 
111, 1.037879, 
112, 1.037872, 
113, 1.037865, 
114, 1.037858, 
115, 1.037850, 
116, 1.037843, 
117, 1.037836, 
118, 1.037829, 
119, 1.037821, 
120, 1.037814, 
121, 1.037806, 
122, 1.037799, 
123, 1.037791, 
124, 1.037784, 
125, 1.037776, 
126, 1.037768, 
127, 1.037761, 
128, 1.037753, 
129, 1.037745, 
130, 1.037737, 
131, 1.037730, 
132, 1.037722, 
133, 1.037714, 
134, 1.037706, 
135, 1.037698, 
136, 1.037690, 
137, 1.037681, 
138, 1.037673, 
139, 1.037665, 
140, 1.037657, 
141, 1.037648, 
142, 1.037640, 
143, 1.037631, 
144, 1.037623, 
145, 1.037614, 
146, 1.037605, 
147, 1.037596, 
148, 1.037587, 
149, 1.037578, 
150, 1.037569, 
151, 1.037560, 
152, 1.037551, 
153, 1.037542, 
154, 1.037532, 
155, 1.037523, 
156, 1.037513, 
157, 1.037504, 
158, 1.037494, 
159, 1.037484, 
160, 1.037474, 
161, 1.037464, 
162, 1.037454, 
163, 1.037443, 
164, 1.037433, 
165, 1.037422, 
166, 1.037412, 
167, 1.037401, 
168, 1.037390, 
169, 1.037379, 
170, 1.037368, 
171, 1.037357, 
172, 1.037345, 
