Epoch Number, Total Squared Error, 
0, 1.309483, 
1, 1.181011, 
2, 1.057439, 
3, 1.048697, 
4, 1.076222, 
5, 1.066655, 
6, 1.047438, 
7, 1.046872, 
8, 1.052527, 
9, 1.049896, 
10, 1.043274, 
11, 1.040427, 
12, 1.040949, 
13, 1.041510, 
14, 1.041624, 
15, 1.041997, 
16, 1.042350, 
17, 1.042166, 
18, 1.041633, 
19, 1.041226, 
20, 1.041108, 
21, 1.041167, 
22, 1.041284, 
23, 1.041392, 
24, 1.041440, 
25, 1.041407, 
26, 1.041323, 
27, 1.041240, 
28, 1.041192, 
29, 1.041178, 
30, 1.041185, 
31, 1.041193, 
32, 1.041191, 
33, 1.041173, 
34, 1.041145, 
35, 1.041116, 
36, 1.041090, 
37, 1.041071, 
38, 1.041056, 
39, 1.041043, 
40, 1.041028, 
41, 1.041010, 
42, 1.040989, 
43, 1.040969, 
44, 1.040948, 
45, 1.040928, 
46, 1.040909, 
47, 1.040891, 
48, 1.040872, 
49, 1.040852, 
50, 1.040832, 
51, 1.040812, 
52, 1.040791, 
53, 1.040771, 
54, 1.040750, 
55, 1.040729, 
56, 1.040709, 
57, 1.040687, 
58, 1.040666, 
59, 1.040644, 
60, 1.040622, 
61, 1.040600, 
62, 1.040578, 
63, 1.040555, 
64, 1.040532, 
65, 1.040509, 
66, 1.040486, 
67, 1.040462, 
68, 1.040438, 
69, 1.040414, 
70, 1.040389, 
71, 1.040364, 
72, 1.040339, 
73, 1.040313, 
74, 1.040287, 
75, 1.040261, 
76, 1.040234, 
77, 1.040207, 
78, 1.040179, 
79, 1.040151, 
80, 1.040123, 
81, 1.040094, 
82, 1.040065, 
83, 1.040035, 
84, 1.040005, 
85, 1.039974, 
86, 1.039943, 
87, 1.039911, 
88, 1.039879, 
89, 1.039846, 
90, 1.039813, 
91, 1.039779, 
92, 1.039744, 
93, 1.039709, 
94, 1.039673, 
95, 1.039636, 
96, 1.039599, 
97, 1.039561, 
98, 1.039522, 
99, 1.039482, 
100, 1.039442, 
101, 1.039400, 
102, 1.039358, 
103, 1.039315, 
104, 1.039271, 
105, 1.039226, 
106, 1.039180, 
107, 1.039133, 
108, 1.039085, 
109, 1.039036, 
110, 1.038986, 
111, 1.038934, 
112, 1.038882, 
113, 1.038828, 
114, 1.038773, 
115, 1.038716, 
116, 1.038658, 
117, 1.038598, 
118, 1.038537, 
119, 1.038475, 
120, 1.038410, 
121, 1.038344, 
122, 1.038276, 
123, 1.038207, 
124, 1.038135, 
125, 1.038061, 
126, 1.037986, 
127, 1.037908, 
128, 1.037828, 
129, 1.037745, 
130, 1.037660, 
131, 1.037573, 
132, 1.037483, 
133, 1.037390, 
134, 1.037294, 
135, 1.037195, 
136, 1.037093, 
137, 1.036988, 
138, 1.036879, 
139, 1.036767, 
140, 1.036650, 
141, 1.036530, 
142, 1.036406, 
143, 1.036278, 
144, 1.036145, 
145, 1.036008, 
146, 1.035865, 
147, 1.035717, 
148, 1.035564, 
149, 1.035406, 
150, 1.035241, 
151, 1.035071, 
152, 1.034893, 
153, 1.034709, 
154, 1.034518, 
155, 1.034319, 
156, 1.034113, 
157, 1.033898, 
158, 1.033675, 
159, 1.033442, 
160, 1.033200, 
161, 1.032948, 
162, 1.032685, 
163, 1.032411, 
164, 1.032125, 
165, 1.031827, 
166, 1.031516, 
167, 1.031192, 
168, 1.030853, 
169, 1.030499, 
170, 1.030129, 
171, 1.029742, 
172, 1.029338, 
173, 1.028915, 
174, 1.028473, 
175, 1.028010, 
176, 1.027525, 
177, 1.027018, 
178, 1.026487, 
179, 1.025930, 
180, 1.025347, 
181, 1.024736, 
182, 1.024095, 
183, 1.023423, 
184, 1.022719, 
185, 1.021980, 
186, 1.021205, 
187, 1.020392, 
188, 1.019539, 
189, 1.018644, 
190, 1.017705, 
191, 1.016719, 
192, 1.015685, 
193, 1.014600, 
194, 1.013461, 
195, 1.012266, 
196, 1.011012, 
197, 1.009697, 
198, 1.008317, 
199, 1.006869, 
200, 1.005350, 
201, 1.003757, 
202, 1.002087, 
203, 1.000337, 
204, 0.998502, 
205, 0.996579, 
206, 0.994565, 
207, 0.992455, 
208, 0.990247, 
209, 0.987935, 
210, 0.985517, 
211, 0.982987, 
212, 0.980343, 
213, 0.977580, 
214, 0.974695, 
215, 0.971682, 
216, 0.968540, 
217, 0.965263, 
218, 0.961849, 
219, 0.958294, 
220, 0.954595, 
221, 0.950749, 
222, 0.946755, 
223, 0.942610, 
224, 0.938313, 
225, 0.933863, 
226, 0.929260, 
227, 0.924504, 
228, 0.919596, 
229, 0.914538, 
230, 0.909334, 
231, 0.903985, 
232, 0.898498, 
233, 0.892878, 
234, 0.887130, 
235, 0.881262, 
236, 0.875283, 
237, 0.869200, 
238, 0.863024, 
239, 0.856765, 
240, 0.850433, 
241, 0.844041, 
242, 0.837600, 
243, 0.831122, 
244, 0.824618, 
245, 0.818102, 
246, 0.811584, 
247, 0.805076, 
248, 0.798590, 
249, 0.792136, 
250, 0.785724, 
251, 0.779362, 
252, 0.773060, 
253, 0.766825, 
254, 0.760663, 
255, 0.754580, 
256, 0.748581, 
257, 0.742668, 
258, 0.736845, 
259, 0.731113, 
260, 0.725472, 
261, 0.719923, 
262, 0.714463, 
263, 0.709091, 
264, 0.703802, 
265, 0.698593, 
266, 0.693458, 
267, 0.688392, 
268, 0.683388, 
269, 0.678437, 
270, 0.673532, 
271, 0.668663, 
272, 0.663821, 
273, 0.658994, 
274, 0.654171, 
275, 0.649339, 
276, 0.644486, 
277, 0.639599, 
278, 0.634663, 
279, 0.629664, 
280, 0.624587, 
281, 0.619417, 
282, 0.614138, 
283, 0.608735, 
284, 0.603192, 
285, 0.597493, 
286, 0.591623, 
287, 0.585567, 
288, 0.579309, 
289, 0.572834, 
290, 0.566130, 
