Epoch Number, Total Squared Error, 
0, 1.142673, 
1, 1.076687, 
2, 1.040639, 
3, 1.049818, 
4, 1.055849, 
5, 1.049075, 
6, 1.046201, 
7, 1.048933, 
8, 1.048961, 
9, 1.045428, 
10, 1.042827, 
11, 1.042594, 
12, 1.043121, 
13, 1.043492, 
14, 1.043843, 
15, 1.044096, 
16, 1.043990, 
17, 1.043617, 
18, 1.043294, 
19, 1.043180, 
20, 1.043224, 
21, 1.043327, 
22, 1.043419, 
23, 1.043456, 
24, 1.043426, 
25, 1.043358, 
26, 1.043295, 
27, 1.043260, 
28, 1.043256, 
29, 1.043266, 
30, 1.043276, 
31, 1.043275, 
32, 1.043263, 
33, 1.043243, 
34, 1.043223, 
35, 1.043208, 
36, 1.043200, 
37, 1.043194, 
38, 1.043189, 
39, 1.043182, 
40, 1.043173, 
41, 1.043162, 
42, 1.043152, 
43, 1.043143, 
44, 1.043135, 
45, 1.043128, 
46, 1.043121, 
47, 1.043114, 
48, 1.043107, 
49, 1.043099, 
50, 1.043092, 
51, 1.043085, 
52, 1.043078, 
53, 1.043072, 
54, 1.043066, 
55, 1.043060, 
56, 1.043054, 
57, 1.043048, 
58, 1.043042, 
59, 1.043037, 
60, 1.043031, 
61, 1.043026, 
62, 1.043021, 
63, 1.043016, 
64, 1.043011, 
65, 1.043006, 
66, 1.043002, 
67, 1.042997, 
68, 1.042993, 
69, 1.042988, 
70, 1.042984, 
71, 1.042980, 
72, 1.042976, 
73, 1.042972, 
74, 1.042969, 
75, 1.042965, 
76, 1.042962, 
77, 1.042958, 
78, 1.042955, 
79, 1.042951, 
80, 1.042948, 
81, 1.042945, 
82, 1.042942, 
83, 1.042939, 
84, 1.042937, 
85, 1.042934, 
86, 1.042931, 
87, 1.042929, 
88, 1.042926, 
89, 1.042924, 
90, 1.042921, 
91, 1.042919, 
92, 1.042916, 
93, 1.042914, 
94, 1.042912, 
95, 1.042910, 
96, 1.042908, 
97, 1.042906, 
98, 1.042904, 
99, 1.042902, 
100, 1.042900, 
101, 1.042898, 
102, 1.042896, 
103, 1.042894, 
104, 1.042893, 
105, 1.042891, 
106, 1.042889, 
107, 1.042887, 
108, 1.042886, 
109, 1.042884, 
110, 1.042882, 
111, 1.042880, 
112, 1.042879, 
113, 1.042877, 
114, 1.042875, 
115, 1.042873, 
116, 1.042871, 
117, 1.042869, 
118, 1.042868, 
119, 1.042866, 
120, 1.042864, 
121, 1.042862, 
122, 1.042860, 
123, 1.042857, 
124, 1.042855, 
125, 1.042853, 
126, 1.042851, 
127, 1.042848, 
128, 1.042846, 
129, 1.042843, 
130, 1.042840, 
131, 1.042837, 
132, 1.042834, 
133, 1.042831, 
134, 1.042828, 
135, 1.042824, 
136, 1.042821, 
137, 1.042817, 
138, 1.042813, 
139, 1.042809, 
140, 1.042804, 
141, 1.042800, 
142, 1.042795, 
143, 1.042790, 
144, 1.042785, 
145, 1.042779, 
146, 1.042773, 
147, 1.042767, 
148, 1.042761, 
149, 1.042754, 
150, 1.042747, 
151, 1.042739, 
152, 1.042731, 
153, 1.042723, 
154, 1.042714, 
155, 1.042705, 
156, 1.042695, 
157, 1.042685, 
158, 1.042675, 
159, 1.042664, 
160, 1.042652, 
161, 1.042639, 
162, 1.042627, 
163, 1.042613, 
164, 1.042599, 
165, 1.042584, 
166, 1.042568, 
167, 1.042551, 
168, 1.042534, 
169, 1.042516, 
170, 1.042497, 
171, 1.042477, 
172, 1.042456, 
173, 1.042434, 
174, 1.042410, 
175, 1.042386, 
176, 1.042361, 
177, 1.042334, 
178, 1.042306, 
179, 1.042276, 
180, 1.042246, 
181, 1.042213, 
182, 1.042179, 
183, 1.042144, 
184, 1.042106, 
185, 1.042067, 
186, 1.042026, 
187, 1.041983, 
188, 1.041938, 
189, 1.041891, 
190, 1.041841, 
191, 1.041789, 
192, 1.041735, 
193, 1.041677, 
194, 1.041618, 
195, 1.041555, 
196, 1.041489, 
197, 1.041420, 
198, 1.041347, 
199, 1.041271, 
200, 1.041192, 
201, 1.041108, 
202, 1.041021, 
203, 1.040929, 
204, 1.040833, 
205, 1.040732, 
206, 1.040626, 
207, 1.040515, 
208, 1.040398, 
209, 1.040276, 
210, 1.040148, 
211, 1.040013, 
212, 1.039872, 
213, 1.039724, 
214, 1.039569, 
215, 1.039406, 
216, 1.039235, 
217, 1.039055, 
218, 1.038867, 
219, 1.038669, 
220, 1.038462, 
221, 1.038244, 
222, 1.038015, 
223, 1.037775, 
224, 1.037523, 
225, 1.037258, 
226, 1.036980, 
227, 1.036688, 
228, 1.036381, 
229, 1.036059, 
230, 1.035720, 
231, 1.035365, 
232, 1.034991, 
233, 1.034598, 
234, 1.034186, 
235, 1.033752, 
236, 1.033297, 
237, 1.032818, 
238, 1.032314, 
239, 1.031785, 
240, 1.031229, 
241, 1.030644, 
242, 1.030029, 
243, 1.029383, 
244, 1.028703, 
245, 1.027989, 
246, 1.027237, 
247, 1.026448, 
248, 1.025617, 
249, 1.024744, 
250, 1.023827, 
251, 1.022862, 
252, 1.021848, 
253, 1.020783, 
254, 1.019663, 
255, 1.018486, 
256, 1.017250, 
257, 1.015952, 
258, 1.014589, 
259, 1.013158, 
260, 1.011656, 
261, 1.010080, 
262, 1.008427, 
263, 1.006695, 
264, 1.004879, 
265, 1.002977, 
266, 1.000986, 
267, 0.998903, 
268, 0.996724, 
269, 0.994448, 
270, 0.992071, 
271, 0.989590, 
272, 0.987004, 
273, 0.984310, 
274, 0.981507, 
275, 0.978592, 
276, 0.975564, 
277, 0.972423, 
278, 0.969167, 
279, 0.965797, 
280, 0.962312, 
281, 0.958714, 
282, 0.955004, 
283, 0.951182, 
284, 0.947252, 
285, 0.943216, 
286, 0.939076, 
287, 0.934836, 
288, 0.930500, 
289, 0.926073, 
290, 0.921558, 
291, 0.916960, 
292, 0.912285, 
293, 0.907537, 
294, 0.902722, 
295, 0.897845, 
296, 0.892911, 
297, 0.887924, 
298, 0.882889, 
299, 0.877810, 
300, 0.872691, 
301, 0.867536, 
302, 0.862346, 
303, 0.857123, 
304, 0.851869, 
305, 0.846584, 
306, 0.841266, 
307, 0.835915, 
308, 0.830528, 
309, 0.825100, 
310, 0.819628, 
311, 0.814105, 
312, 0.808523, 
313, 0.802875, 
314, 0.797151, 
315, 0.791339, 
316, 0.785428, 
317, 0.779404, 
318, 0.773252, 
319, 0.766955, 
320, 0.760496, 
321, 0.753856, 
322, 0.747015, 
323, 0.739952, 
324, 0.732643, 
325, 0.725066, 
326, 0.717196, 
327, 0.709008, 
328, 0.700479, 
329, 0.691582, 
330, 0.682294, 
331, 0.672591, 
332, 0.662453, 
333, 0.651858, 
334, 0.640792, 
335, 0.629241, 
336, 0.617196, 
337, 0.604653, 
338, 0.591614, 
339, 0.578089, 
340, 0.564092, 
341, 0.549647, 
342, 0.534785, 
343, 0.519546, 
344, 0.503976, 
345, 0.488130, 
346, 0.472072, 
347, 0.455868, 
348, 0.439591, 
349, 0.423316, 
350, 0.407120, 
351, 0.391079, 
352, 0.375267, 
353, 0.359751, 
354, 0.344594, 
355, 0.329853, 
356, 0.315573, 
357, 0.301794, 
358, 0.288545, 
359, 0.275845, 
360, 0.263709, 
361, 0.252139, 
362, 0.241135, 
363, 0.230689, 
364, 0.220789, 
365, 0.211417, 
366, 0.202556, 
367, 0.194184, 
368, 0.186279, 
369, 0.178817, 
370, 0.171774, 
371, 0.165128, 
