Epoch Number, Total Squared Error, 
0, 4.695365, 
1, 4.661703, 
2, 4.644298, 
3, 4.634198, 
4, 4.627499, 
5, 4.622508, 
6, 4.618470, 
7, 4.615029, 
8, 4.612002, 
9, 4.609282, 
10, 4.606803, 
11, 4.604518, 
12, 4.602391, 
13, 4.600390, 
14, 4.598490, 
15, 4.596668, 
16, 4.594902, 
17, 4.593171, 
18, 4.591454, 
19, 4.589731, 
20, 4.587981, 
21, 4.586183, 
22, 4.584315, 
23, 4.582352, 
24, 4.580270, 
25, 4.578042, 
26, 4.575639, 
27, 4.573028, 
28, 4.570176, 
29, 4.567044, 
30, 4.563590, 
31, 4.559768, 
32, 4.555529, 
33, 4.550815, 
34, 4.545567, 
35, 4.539717, 
36, 4.533193, 
37, 4.525916, 
38, 4.517801, 
39, 4.508757, 
40, 4.498689, 
41, 4.487495, 
42, 4.475072, 
43, 4.461317, 
44, 4.446126, 
45, 4.429400, 
46, 4.411048, 
47, 4.390991, 
48, 4.369165, 
49, 4.345529, 
50, 4.320064, 
51, 4.292783, 
52, 4.263731, 
53, 4.232986, 
54, 4.200665, 
55, 4.166916, 
56, 4.131919, 
57, 4.095881, 
58, 4.059029, 
59, 4.021600, 
60, 3.983836, 
61, 3.945974, 
62, 3.908237, 
63, 3.870830, 
64, 3.833933, 
65, 3.797699, 
66, 3.762250, 
67, 3.727681, 
68, 3.694058, 
69, 3.661421, 
70, 3.629788, 
71, 3.599157, 
72, 3.569509, 
73, 3.540812, 
74, 3.513023, 
75, 3.486090, 
76, 3.459955, 
77, 3.434555, 
78, 3.409822, 
79, 3.385684, 
80, 3.362066, 
81, 3.338890, 
82, 3.316073, 
83, 3.293527, 
84, 3.271161, 
85, 3.248874, 
86, 3.226561, 
87, 3.204103, 
88, 3.181372, 
89, 3.158225, 
90, 3.134503, 
91, 3.110025, 
92, 3.084589, 
93, 3.057962, 
94, 3.029883, 
95, 3.000051, 
96, 2.968126, 
97, 2.933724, 
98, 2.896416, 
99, 2.855727, 
100, 2.811148, 
101, 2.762147, 
102, 2.708201, 
103, 2.648831, 
104, 2.583662, 
105, 2.512488, 
106, 2.435348, 
107, 2.352584, 
108, 2.264879, 
109, 2.173239, 
110, 2.078933, 
111, 1.983381, 
112, 1.888014, 
113, 1.794149, 
114, 1.702889, 
115, 1.615070, 
116, 1.531259, 
117, 1.451782, 
118, 1.376769, 
119, 1.306209, 
120, 1.239989, 
121, 1.177936, 
122, 1.119843, 
123, 1.065484, 
124, 1.014627, 
125, 0.967046, 
126, 0.922519, 
127, 0.880834, 
