Epoch Number, Total Squared Error, 
0, 4.580816, 
1, 4.574921, 
2, 4.572090, 
3, 4.570550, 
4, 4.569590, 
5, 4.568928, 
6, 4.568453, 
7, 4.568121, 
8, 4.567915, 
9, 4.567824, 
10, 4.567841, 
11, 4.567959, 
12, 4.568171, 
13, 4.568471, 
14, 4.568851, 
15, 4.569303, 
16, 4.569822, 
17, 4.570398, 
18, 4.571025, 
19, 4.571695, 
20, 4.572400, 
21, 4.573132, 
22, 4.573882, 
23, 4.574642, 
24, 4.575402, 
25, 4.576152, 
26, 4.576881, 
27, 4.577579, 
28, 4.578231, 
29, 4.578825, 
30, 4.579346, 
31, 4.579776, 
32, 4.580098, 
33, 4.580291, 
34, 4.580332, 
35, 4.580197, 
36, 4.579857, 
37, 4.579281, 
38, 4.578435, 
39, 4.577279, 
40, 4.575770, 
41, 4.573861, 
42, 4.571498, 
43, 4.568623, 
44, 4.565169, 
45, 4.561066, 
46, 4.556236, 
47, 4.550593, 
48, 4.544044, 
49, 4.536492, 
50, 4.527831, 
51, 4.517951, 
52, 4.506737, 
53, 4.494072, 
54, 4.479838, 
55, 4.463921, 
56, 4.446211, 
57, 4.426611, 
58, 4.405035, 
59, 4.381418, 
60, 4.355718, 
61, 4.327923, 
62, 4.298051, 
63, 4.266158, 
64, 4.232335, 
65, 4.196707, 
66, 4.159437, 
67, 4.120713, 
68, 4.080747, 
69, 4.039761, 
70, 3.997983, 
71, 3.955632, 
72, 3.912911, 
73, 3.869998, 
74, 3.827035, 
75, 3.784127, 
76, 3.741337, 
77, 3.698683, 
78, 3.656139, 
79, 3.613637, 
80, 3.571066, 
81, 3.528274, 
82, 3.485069, 
83, 3.441219, 
84, 3.396452, 
85, 3.350453, 
86, 3.302858, 
87, 3.253255, 
88, 3.201175, 
89, 3.146087, 
90, 3.087395, 
91, 3.024439, 
92, 2.956496, 
93, 2.882797, 
94, 2.802559, 
95, 2.715037, 
96, 2.619604, 
97, 2.515870, 
98, 2.403821, 
99, 2.283973, 
100, 2.157490, 
101, 2.026220, 
102, 1.892595, 
103, 1.759378, 
104, 1.629314, 
105, 1.504785, 
106, 1.387569, 
107, 1.278750, 
108, 1.178785, 
109, 1.087632, 
110, 1.004922, 
111, 0.930087, 
112, 0.862472, 
113, 0.801401, 
114, 0.746217, 
115, 0.696303, 
116, 0.651097, 
117, 0.610090, 
118, 0.572825, 
119, 0.538899, 
120, 0.507951, 
121, 0.479665, 
122, 0.453758, 
123, 0.429984, 
124, 0.408124, 
125, 0.387983, 
126, 0.369391, 
127, 0.352197, 
128, 0.336265, 
129, 0.321478, 
130, 0.307727, 
131, 0.294920, 
132, 0.282972, 
133, 0.271807, 
134, 0.261359, 
135, 0.251566, 
136, 0.242374, 
137, 0.233735, 
138, 0.225604, 
139, 0.217941, 
140, 0.210711, 
141, 0.203880, 
142, 0.197419, 
143, 0.191302, 
144, 0.185503, 
145, 0.180000, 
146, 0.174772, 
147, 0.169802, 
148, 0.165072, 
149, 0.160565, 
150, 0.156269, 
151, 0.152168, 
152, 0.148252, 
153, 0.144508, 
154, 0.140927, 
155, 0.137498, 
156, 0.134213, 
157, 0.131064, 
158, 0.128042, 
159, 0.125141, 
160, 0.122354, 
161, 0.119675, 
162, 0.117097, 
163, 0.114617, 
164, 0.112228, 
165, 0.109926, 
166, 0.107706, 
167, 0.105565, 
168, 0.103499, 
169, 0.101503, 
170, 0.099575, 
171, 0.097712, 
172, 0.095910, 
173, 0.094166, 
174, 0.092479, 
175, 0.090844, 
176, 0.089261, 
177, 0.087727, 
178, 0.086239, 
179, 0.084796, 
180, 0.083396, 
181, 0.082037, 
182, 0.080717, 
183, 0.079435, 
184, 0.078190, 
185, 0.076979, 
186, 0.075801, 
187, 0.074656, 
188, 0.073541, 
189, 0.072457, 
190, 0.071401, 
191, 0.070372, 
192, 0.069370, 
193, 0.068394, 
194, 0.067442, 
195, 0.066514, 
196, 0.065609, 
197, 0.064726, 
198, 0.063864, 
199, 0.063023, 
200, 0.062202, 
201, 0.061400, 
202, 0.060617, 
203, 0.059852, 
204, 0.059104, 
205, 0.058373, 
206, 0.057659, 
207, 0.056960, 
208, 0.056277, 
209, 0.055608, 
210, 0.054954, 
211, 0.054313, 
212, 0.053687, 
213, 0.053073, 
214, 0.052472, 
215, 0.051883, 
216, 0.051307, 
217, 0.050742, 
218, 0.050188, 
219, 0.049645, 
