Epoch Number, Total Squared Error, 
0, 4.786481, 
1, 4.649856, 
2, 4.583254, 
3, 4.552684, 
4, 4.538972, 
5, 4.532834, 
6, 4.530042, 
7, 4.528710, 
8, 4.528006, 
9, 4.527557, 
10, 4.527192, 
11, 4.526829, 
12, 4.526423, 
13, 4.525946, 
14, 4.525372, 
15, 4.524681, 
16, 4.523850, 
17, 4.522856, 
18, 4.521674, 
19, 4.520278, 
20, 4.518638, 
21, 4.516723, 
22, 4.514500, 
23, 4.511932, 
24, 4.508981, 
25, 4.505602, 
26, 4.501750, 
27, 4.497373, 
28, 4.492418, 
29, 4.486824, 
30, 4.480528, 
31, 4.473462, 
32, 4.465549, 
33, 4.456712, 
34, 4.446865, 
35, 4.435920, 
36, 4.423781, 
37, 4.410350, 
38, 4.395526, 
39, 4.379204, 
40, 4.361279, 
41, 4.341649, 
42, 4.320211, 
43, 4.296870, 
44, 4.271538, 
45, 4.244136, 
46, 4.214600, 
47, 4.182877, 
48, 4.148934, 
49, 4.112751, 
50, 4.074326, 
51, 4.033671, 
52, 3.990808, 
53, 3.945765, 
54, 3.898573, 
55, 3.849255, 
56, 3.797820, 
57, 3.744258, 
58, 3.688529, 
59, 3.630559, 
60, 3.570237, 
61, 3.507409, 
62, 3.441879, 
63, 3.373413, 
64, 3.301744, 
65, 3.226589, 
66, 3.147660, 
67, 3.064693, 
68, 2.977477, 
69, 2.885890, 
70, 2.789933, 
71, 2.689772, 
72, 2.585757, 
73, 2.478443, 
74, 2.368580, 
75, 2.257084, 
76, 2.144989, 
77, 2.033387, 
78, 1.923354, 
79, 1.815890, 
80, 1.711867, 
81, 1.611996, 
82, 1.516813, 
83, 1.426678, 
84, 1.341790, 
85, 1.262209, 
86, 1.187881, 
87, 1.118663, 
88, 1.054350, 
89, 0.994691, 
90, 0.939410, 
91, 0.888219, 
92, 0.840828, 
93, 0.796951, 
94, 0.756314, 
95, 0.718657, 
96, 0.683736, 
97, 0.651323, 
98, 0.621210, 
99, 0.593203, 
100, 0.567125, 
101, 0.542815, 
102, 0.520126, 
103, 0.498923, 
104, 0.479085, 
105, 0.460502, 
106, 0.443071, 
107, 0.426703, 
108, 0.411313, 
109, 0.396826, 
110, 0.383174, 
111, 0.370293, 
112, 0.358127, 
113, 0.346623, 
114, 0.335734, 
115, 0.325416, 
116, 0.315629, 
117, 0.306338, 
118, 0.297507, 
119, 0.289107, 
120, 0.281110, 
121, 0.273490, 
122, 0.266221, 
123, 0.259284, 
124, 0.252656, 
125, 0.246320, 
126, 0.240257, 
127, 0.234452, 
128, 0.228890, 
129, 0.223557, 
130, 0.218440, 
131, 0.213527, 
132, 0.208806, 
133, 0.204268, 
134, 0.199902, 
135, 0.195700, 
136, 0.191653, 
137, 0.187753, 
138, 0.183994, 
139, 0.180366, 
140, 0.176866, 
141, 0.173485, 
142, 0.170219, 
143, 0.167062, 
144, 0.164009, 
145, 0.161055, 
146, 0.158196, 
147, 0.155427, 
148, 0.152745, 
149, 0.150145, 
150, 0.147625, 
151, 0.145180, 
152, 0.142808, 
153, 0.140505, 
154, 0.138269, 
155, 0.136097, 
156, 0.133987, 
157, 0.131935, 
158, 0.129940, 
159, 0.127999, 
160, 0.126111, 
161, 0.124273, 
162, 0.122483, 
163, 0.120741, 
164, 0.119043, 
165, 0.117388, 
166, 0.115775, 
167, 0.114202, 
168, 0.112668, 
169, 0.111171, 
170, 0.109711, 
171, 0.108286, 
172, 0.106894, 
173, 0.105535, 
174, 0.104207, 
175, 0.102910, 
176, 0.101642, 
177, 0.100403, 
178, 0.099192, 
179, 0.098007, 
180, 0.096848, 
181, 0.095714, 
182, 0.094605, 
183, 0.093519, 
184, 0.092456, 
185, 0.091415, 
186, 0.090396, 
187, 0.089398, 
188, 0.088419, 
189, 0.087461, 
190, 0.086522, 
191, 0.085601, 
192, 0.084698, 
193, 0.083813, 
194, 0.082945, 
195, 0.082093, 
196, 0.081258, 
197, 0.080438, 
198, 0.079633, 
199, 0.078844, 
200, 0.078069, 
201, 0.077307, 
202, 0.076560, 
203, 0.075826, 
204, 0.075105, 
205, 0.074397, 
206, 0.073701, 
207, 0.073017, 
208, 0.072345, 
209, 0.071685, 
210, 0.071035, 
211, 0.070397, 
212, 0.069769, 
213, 0.069151, 
214, 0.068544, 
215, 0.067947, 
216, 0.067359, 
217, 0.066781, 
218, 0.066212, 
219, 0.065652, 
220, 0.065101, 
221, 0.064558, 
222, 0.064024, 
223, 0.063498, 
224, 0.062980, 
225, 0.062470, 
226, 0.061968, 
227, 0.061473, 
228, 0.060986, 
229, 0.060506, 
230, 0.060032, 
231, 0.059566, 
232, 0.059107, 
233, 0.058654, 
234, 0.058208, 
235, 0.057768, 
236, 0.057334, 
237, 0.056906, 
238, 0.056484, 
239, 0.056069, 
240, 0.055658, 
241, 0.055254, 
242, 0.054855, 
243, 0.054461, 
244, 0.054073, 
245, 0.053690, 
246, 0.053312, 
247, 0.052939, 
248, 0.052571, 
249, 0.052207, 
250, 0.051849, 
251, 0.051495, 
252, 0.051145, 
253, 0.050800, 
254, 0.050459, 
255, 0.050123, 
256, 0.049791, 
