Epoch Number, Total Squared Error, 
0, 4.644576, 
1, 4.584672, 
2, 4.587078, 
3, 4.534967, 
4, 4.478559, 
5, 4.474477, 
6, 4.493549, 
7, 4.516220, 
8, 4.517603, 
9, 4.510551, 
10, 4.511954, 
11, 4.520047, 
12, 4.527719, 
13, 4.528173, 
14, 4.524064, 
15, 4.520614, 
16, 4.516713, 
17, 4.505075, 
18, 4.474099, 
19, 4.406549, 
20, 4.270292, 
21, 4.007949, 
22, 3.543703, 
23, 2.826068, 
24, 1.907278, 
25, 1.078671, 
26, 0.570422, 
27, 0.313124, 
28, 0.182178, 
29, 0.114891, 
30, 0.079959, 
31, 0.060800, 
32, 0.049476, 
