Epoch Number, Total Squared Error, 
0, 5.141161, 
1, 4.638198, 
2, 4.648781, 
3, 4.566454, 
4, 4.617680, 
5, 4.618901, 
6, 4.513645, 
7, 4.501859, 
8, 4.521791, 
9, 4.556717, 
10, 4.560888, 
11, 4.536746, 
12, 4.530762, 
13, 4.540683, 
14, 4.551574, 
15, 4.548874, 
16, 4.533822, 
17, 4.514631, 
18, 4.482999, 
19, 4.416911, 
20, 4.289566, 
21, 4.080657, 
22, 3.788988, 
23, 3.434830, 
24, 3.025059, 
25, 2.500285, 
26, 1.826874, 
27, 1.199952, 
28, 0.707981, 
29, 0.375295, 
30, 0.208327, 
31, 0.126939, 
32, 0.084758, 
33, 0.061523, 
34, 0.047915, 
