Epoch Number, Total Squared Error, 
0, 4.914660, 
1, 4.549257, 
2, 4.584609, 
3, 4.560544, 
4, 4.629234, 
5, 4.604659, 
6, 4.517266, 
7, 4.516960, 
8, 4.541031, 
9, 4.562454, 
10, 4.542401, 
11, 4.512256, 
12, 4.507212, 
13, 4.511166, 
14, 4.502159, 
15, 4.469157, 
16, 4.420104, 
17, 4.351580, 
18, 4.237616, 
19, 4.050244, 
20, 3.795344, 
21, 3.531143, 
22, 3.314106, 
23, 3.143964, 
24, 2.985763, 
25, 2.802345, 
26, 2.557089, 
27, 2.193637, 
28, 1.657189, 
29, 1.083837, 
30, 0.654199, 
31, 0.380373, 
32, 0.247381, 
33, 0.175658, 
34, 0.130746, 
35, 0.101000, 
36, 0.080411, 
37, 0.066002, 
38, 0.055906, 
39, 0.048700, 
